Graduate_ID,Age,Gender,State_of_Origin,Region,Urban_or_Rural,Household_Income_Bracket,Field_of_Study,University_Type,GPA_or_Class_of_Degree,Has_Postgrad_Degree,Years_Since_Graduation,Employment_Status,Salary_Level,Net_Salary
G2500,25,Male,Oyo,North,Rural,Middle,Health Sciences,State,Second Class Upper,No,1,Employed,Well-paid,245066
G2501,25,Female,Rivers,East,Rural,Middle,Engineering,Federal,Third Class,Yes,1,Employed,Low-paid,139529
G2502,31,Female,Edo,West,Rural,Low,Health Sciences,Private,Second Class Upper,No,3,Employed,Low-paid,62485
G2503,25,Male,Kaduna,East,Urban,Low,Education,Federal,Second Class Upper,No,3,Unemployed,Not employed,0
G2504,21,Male,Delta,North,Rural,Low,Health Sciences,State,Second Class Lower,No,7,Unemployed,Not employed,0
G2505,21,Female,Oyo,West,Urban,High,Business,State,Second Class Lower,No,5,Employed,Well-paid,269136
G2506,23,Female,Plateau,North,Urban,Middle,Engineering,State,First Class,No,9,Employed,Low-paid,96264
G2507,34,Male,Kano,East,Urban,Middle,Education,Federal,Second Class Upper,No,7,Unemployed,Not employed,0
G2508,32,Male,Kano,East,Urban,High,Engineering,Federal,Second Class Lower,No,6,Employed,Low-paid,95606
G2509,30,Male,Borno,East,Urban,Middle,Education,State,Second Class Upper,No,9,Unemployed,Not employed,0
G2510,24,Female,Kano,North,Urban,High,Health Sciences,Federal,Second Class Lower,No,3,Unemployed,Not employed,0
G2511,25,Female,Kano,West,Urban,Low,Health Sciences,Federal,Second Class Upper,No,1,Employed,Low-paid,86346
G2512,22,Female,Kaduna,East,Rural,Low,Business,State,Third Class,Yes,8,Unemployed,Not employed,0
G2513,28,Female,Plateau,East,Rural,Middle,Business,State,Second Class Upper,No,1,Unemployed,Not employed,0
G2514,31,Male,Edo,East,Urban,Middle,Education,Federal,First Class,No,0,Employed,Low-paid,153865
G2515,31,Male,Kano,South,Rural,High,Business,Federal,Second Class Upper,No,7,Employed,Well-paid,366383
G2516,34,Male,Edo,South,Urban,Middle,Business,Federal,Second Class Upper,Yes,9,Employed,Well-paid,315192
G2517,22,Male,Kaduna,West,Rural,Low,Business,Federal,Second Class Upper,No,8,Employed,Well-paid,323016
G2518,29,Female,Kano,North,Urban,Middle,Business,Federal,Second Class Upper,No,0,Employed,Low-paid,103166
G2519,22,Female,Delta,East,Urban,Middle,Health Sciences,Federal,Second Class Lower,No,6,Employed,Low-paid,89075
G2520,33,Male,Borno,East,Urban,Low,Business,Private,Second Class Upper,No,1,Employed,Well-paid,367454
G2521,29,Male,Oyo,North,Urban,Middle,Health Sciences,State,Second Class Upper,No,5,Unemployed,Not employed,0
G2522,27,Female,Delta,North,Urban,High,Health Sciences,Federal,Second Class Lower,No,10,Employed,Low-paid,128675
G2523,28,Female,Enugu,West,Urban,Middle,Engineering,Federal,Second Class Lower,No,4,Employed,Low-paid,153446
G2524,31,Male,Lagos,North,Urban,Middle,Health Sciences,State,Second Class Upper,Yes,0,Employed,Low-paid,54806
G2525,22,Female,Kano,East,Urban,Low,Health Sciences,Federal,Second Class Upper,No,1,Employed,Well-paid,380730
G2526,27,Female,Edo,West,Urban,Low,Business,State,Second Class Upper,No,1,Employed,Well-paid,229357
G2527,32,Male,Lagos,South,Rural,Middle,Health Sciences,Private,Second Class Lower,No,9,Employed,Well-paid,258877
G2528,26,Female,Rivers,West,Urban,Middle,Education,State,Second Class Lower,No,9,Employed,Well-paid,310137
G2529,24,Male,Kano,West,Urban,Low,Business,Federal,Second Class Upper,No,5,Unemployed,Not employed,0
G2530,27,Female,Enugu,West,Urban,Low,Business,State,First Class,No,10,Unemployed,Not employed,0
G2531,34,Other,Kaduna,North,Rural,High,Business,Private,Second Class Upper,No,0,Employed,Low-paid,103155
G2532,33,Female,Borno,East,Urban,Middle,Engineering,State,Second Class Upper,No,10,Employed,Well-paid,258051
G2533,24,Female,Enugu,North,Rural,Middle,Business,State,Second Class Upper,No,3,Employed,Low-paid,174503
G2534,22,Male,Edo,East,Urban,Low,Health Sciences,Federal,Second Class Lower,Yes,9,Unemployed,Not employed,0
G2535,30,Female,Kaduna,North,Urban,Low,Education,Federal,Second Class Upper,Yes,10,Employed,Well-paid,273147
G2536,32,Female,Oyo,West,Urban,Low,Business,State,Second Class Lower,Yes,4,Unemployed,Not employed,0
G2537,27,Female,Kaduna,East,Urban,Middle,Business,Private,Second Class Lower,No,1,Employed,Well-paid,327117
G2538,28,Female,Kano,North,Urban,Low,Education,State,Second Class Lower,No,1,Employed,Low-paid,126742
G2539,22,Female,Lagos,West,Urban,Middle,Business,State,Second Class Upper,No,6,Employed,Low-paid,147486
G2540,25,Female,Lagos,South,Urban,High,Engineering,Federal,Second Class Upper,No,6,Unemployed,Not employed,0
G2541,21,Male,Edo,North,Rural,Low,Health Sciences,Federal,Second Class Upper,No,5,Unemployed,Not employed,0
G2542,27,Female,Kaduna,North,Urban,Middle,Education,State,Second Class Lower,No,0,Employed,Low-paid,182779
G2543,28,Female,Enugu,South,Urban,Middle,Education,Federal,Second Class Upper,No,2,Employed,Low-paid,72290
G2544,33,Female,Edo,North,Urban,High,Engineering,State,Second Class Upper,No,8,Employed,Low-paid,134875
G2545,26,Female,Borno,South,Urban,High,Health Sciences,Federal,Second Class Upper,No,9,Employed,Low-paid,69311
G2546,25,Male,Edo,East,Urban,Low,Engineering,State,Second Class Upper,No,0,Unemployed,Not employed,0
G2547,26,Male,Edo,South,Rural,Low,Health Sciences,State,Second Class Lower,Yes,1,Unemployed,Not employed,0
G2548,22,Female,Oyo,West,Rural,Middle,Engineering,Federal,First Class,No,7,Unemployed,Not employed,0
G2549,21,Female,Delta,South,Urban,Middle,Business,Federal,Second Class Upper,Yes,6,Unemployed,Not employed,0
G2550,27,Male,Kano,East,Rural,Low,Engineering,State,First Class,No,8,Employed,Low-paid,98175
G2551,27,Female,Oyo,South,Urban,Middle,Education,Private,Second Class Upper,No,9,Unemployed,Not employed,0
G2552,30,Male,Lagos,South,Urban,Middle,Education,State,Second Class Lower,No,3,Unemployed,Not employed,0
G2553,31,Female,Lagos,East,Urban,Low,Education,Federal,Second Class Upper,No,3,Employed,Well-paid,202720
G2554,30,Male,Rivers,North,Urban,High,Engineering,Federal,Second Class Upper,No,6,Unemployed,Not employed,0
G2555,34,Male,Rivers,North,Urban,Low,Education,Federal,Second Class Lower,No,0,Employed,Well-paid,235790
G2556,22,Male,Enugu,West,Urban,Middle,Education,Federal,Second Class Lower,No,9,Unemployed,Not employed,0
G2557,22,Male,Lagos,West,Urban,Middle,Business,State,First Class,No,8,Employed,Low-paid,131285
G2558,21,Female,Delta,South,Rural,Low,Business,State,Second Class Upper,No,1,Employed,Well-paid,315066
G2559,30,Male,Oyo,North,Urban,Middle,Health Sciences,Federal,First Class,No,0,Employed,Well-paid,290328
G2560,28,Male,Borno,North,Rural,Middle,Health Sciences,Federal,Second Class Upper,No,6,Employed,Well-paid,358544
G2561,28,Female,Delta,South,Urban,High,Health Sciences,Federal,Second Class Upper,No,5,Employed,Low-paid,72442
G2562,21,Female,Rivers,East,Urban,Low,Engineering,Private,First Class,No,2,Employed,Low-paid,73802
G2563,32,Male,Kaduna,North,Rural,Middle,Health Sciences,State,Third Class,No,0,Employed,Low-paid,62721
G2564,31,Other,Delta,West,Urban,Middle,Engineering,State,Second Class Upper,No,4,Employed,Low-paid,85757
G2565,28,Male,Delta,South,Urban,Middle,Engineering,Federal,Second Class Lower,No,9,Unemployed,Not employed,0
G2566,29,Female,Delta,East,Urban,High,Health Sciences,State,Second Class Lower,No,3,Unemployed,Not employed,0
G2567,34,Female,Delta,West,Urban,Low,Health Sciences,Federal,Third Class,Yes,4,Employed,Low-paid,141402
G2568,24,Male,Delta,North,Urban,Low,Engineering,Federal,Second Class Upper,No,0,Unemployed,Not employed,0
G2569,21,Male,Rivers,East,Urban,Middle,Business,State,Second Class Lower,No,0,Employed,Low-paid,51939
G2570,21,Male,Lagos,West,Rural,Low,Education,State,Third Class,No,4,Unemployed,Not employed,0
G2571,23,Male,Edo,South,Urban,High,Education,Federal,Second Class Upper,No,5,Employed,Low-paid,169382
G2572,34,Female,Delta,East,Urban,Middle,Education,Federal,Second Class Upper,Yes,4,Employed,Low-paid,81989
G2573,25,Male,Delta,East,Urban,Middle,Business,Federal,First Class,No,1,Employed,Low-paid,180404
G2574,25,Male,Kano,South,Urban,Middle,Engineering,Federal,Second Class Upper,Yes,8,Employed,Low-paid,123251
G2575,29,Male,Lagos,North,Urban,Middle,Health Sciences,State,Second Class Upper,No,4,Unemployed,Not employed,0
G2576,30,Male,Edo,North,Urban,Middle,Engineering,Private,Second Class Upper,No,10,Unemployed,Not employed,0
G2577,34,Female,Borno,East,Urban,Low,Engineering,Federal,Second Class Lower,No,10,Employed,Low-paid,64454
G2578,32,Male,Borno,East,Rural,Low,Health Sciences,Federal,First Class,No,4,Employed,Low-paid,182449
G2579,22,Female,Kaduna,East,Urban,Low,Business,Federal,Second Class Lower,No,9,Unemployed,Not employed,0
G2580,22,Male,Plateau,West,Rural,Middle,Education,State,First Class,No,8,Unemployed,Not employed,0
G2581,26,Male,Oyo,East,Urban,Middle,Education,Federal,Second Class Lower,Yes,2,Employed,Well-paid,235523
G2582,29,Female,Kano,North,Urban,Low,Engineering,State,First Class,No,4,Employed,Low-paid,80807
G2583,21,Male,Lagos,South,Urban,Middle,Business,Federal,Second Class Upper,No,4,Employed,Well-paid,218467
G2584,29,Female,Lagos,South,Rural,Low,Education,State,Second Class Lower,No,1,Employed,Well-paid,237177
G2585,29,Female,Plateau,South,Urban,High,Business,State,Second Class Upper,No,10,Employed,Low-paid,193359
G2586,33,Male,Kaduna,East,Rural,Low,Health Sciences,Private,Second Class Upper,No,3,Employed,Low-paid,98667
G2587,29,Male,Enugu,East,Rural,High,Engineering,Private,Second Class Lower,No,10,Unemployed,Not employed,0
G2588,25,Male,Rivers,South,Rural,Middle,Engineering,State,First Class,No,10,Employed,Well-paid,343910
G2589,33,Male,Kaduna,West,Urban,Middle,Business,Private,Second Class Lower,Yes,1,Unemployed,Not employed,0
G2590,29,Male,Edo,West,Rural,Low,Education,Federal,First Class,No,4,Unemployed,Not employed,0
G2591,31,Male,Kaduna,West,Rural,High,Business,Federal,First Class,No,9,Unemployed,Not employed,0
G2592,24,Male,Plateau,West,Urban,Low,Health Sciences,Federal,First Class,No,1,Employed,Well-paid,363137
G2593,22,Female,Plateau,North,Rural,Middle,Education,State,Third Class,No,9,Unemployed,Not employed,0
G2594,33,Female,Oyo,South,Rural,High,Education,Private,Second Class Upper,No,8,Employed,Low-paid,105259
G2595,26,Female,Kano,North,Urban,High,Business,Federal,Second Class Lower,No,9,Employed,Low-paid,86872
G2596,34,Male,Delta,East,Urban,Middle,Health Sciences,State,Third Class,No,5,Employed,Well-paid,395942
G2597,24,Male,Borno,West,Urban,High,Education,State,Second Class Upper,No,7,Employed,Well-paid,210522
G2598,26,Female,Plateau,West,Urban,Middle,Engineering,Private,Second Class Upper,No,8,Unemployed,Not employed,0
G2599,23,Female,Oyo,South,Urban,Low,Health Sciences,State,Second Class Lower,No,7,Unemployed,Not employed,0
G2600,26,Female,Rivers,West,Urban,Middle,Education,Private,Second Class Upper,No,4,Employed,Low-paid,164108
G2601,22,Male,Borno,South,Urban,Low,Business,Federal,Second Class Upper,No,4,Employed,Low-paid,90425
G2602,22,Female,Enugu,East,Urban,Low,Education,Federal,Second Class Upper,No,5,Employed,Well-paid,205478
G2603,33,Female,Lagos,West,Rural,Middle,Engineering,State,Second Class Lower,No,0,Employed,Well-paid,293873
G2604,29,Male,Rivers,West,Urban,Middle,Health Sciences,Federal,Second Class Lower,No,10,Unemployed,Not employed,0
G2605,27,Male,Enugu,North,Rural,Low,Education,Federal,Second Class Upper,No,7,Employed,Low-paid,101793
G2606,23,Female,Borno,South,Urban,High,Engineering,State,Second Class Upper,No,1,Unemployed,Not employed,0
G2607,33,Male,Rivers,South,Rural,Low,Education,State,Second Class Lower,No,5,Employed,Well-paid,205025
G2608,31,Male,Oyo,West,Rural,High,Education,State,First Class,No,8,Employed,Well-paid,207764
G2609,21,Female,Enugu,North,Urban,High,Health Sciences,Federal,Second Class Lower,Yes,2,Employed,Low-paid,119036
G2610,28,Female,Lagos,West,Urban,High,Business,State,First Class,No,1,Employed,Low-paid,145062
G2611,34,Male,Delta,South,Urban,Middle,Business,Federal,Second Class Lower,No,9,Employed,Well-paid,231521
G2612,26,Male,Oyo,South,Rural,Low,Engineering,Federal,Second Class Lower,Yes,4,Unemployed,Not employed,0
G2613,27,Male,Edo,West,Rural,Middle,Engineering,State,Second Class Upper,Yes,10,Unemployed,Not employed,0
G2614,29,Female,Lagos,East,Urban,Low,Engineering,Federal,First Class,No,8,Employed,Low-paid,78807
G2615,25,Male,Kano,West,Urban,Low,Health Sciences,Federal,Second Class Upper,No,5,Employed,Well-paid,393273
G2616,21,Other,Kaduna,North,Urban,Middle,Business,State,Second Class Upper,No,7,Employed,Low-paid,68013
G2617,32,Male,Kano,South,Urban,Low,Engineering,Federal,Second Class Upper,Yes,7,Employed,Well-paid,211311
G2618,30,Male,Plateau,South,Rural,High,Engineering,Private,Second Class Lower,No,6,Employed,Low-paid,130483
G2619,27,Female,Delta,West,Urban,High,Education,State,Second Class Upper,No,4,Employed,Low-paid,59041
G2620,25,Female,Edo,East,Rural,Low,Education,Private,Second Class Upper,Yes,1,Unemployed,Not employed,0
G2621,23,Male,Edo,South,Rural,Middle,Engineering,Federal,Second Class Lower,No,9,Unemployed,Not employed,0
G2622,32,Male,Kaduna,West,Rural,Middle,Education,State,Second Class Upper,Yes,9,Unemployed,Not employed,0
G2623,33,Other,Enugu,East,Urban,High,Education,Federal,Second Class Upper,No,4,Employed,Low-paid,121796
G2624,29,Male,Kaduna,West,Urban,Middle,Education,State,Second Class Lower,No,6,Unemployed,Not employed,0
G2625,21,Female,Plateau,West,Urban,Low,Health Sciences,Federal,Second Class Lower,No,6,Employed,Low-paid,73306
G2626,21,Male,Kano,West,Rural,Middle,Engineering,Federal,Second Class Upper,Yes,10,Employed,Well-paid,374899
G2627,21,Female,Edo,South,Urban,Middle,Engineering,State,Second Class Upper,No,1,Unemployed,Not employed,0
G2628,23,Female,Kano,East,Urban,High,Education,Federal,First Class,No,6,Employed,Low-paid,139086
G2629,32,Male,Lagos,North,Rural,Low,Health Sciences,Federal,Second Class Lower,No,5,Employed,Well-paid,292151
G2630,26,Female,Delta,North,Urban,Low,Education,Federal,Second Class Lower,No,6,Unemployed,Not employed,0
G2631,30,Male,Rivers,South,Urban,High,Health Sciences,State,Second Class Lower,Yes,10,Unemployed,Not employed,0
G2632,31,Male,Plateau,South,Urban,High,Engineering,Federal,First Class,No,7,Unemployed,Not employed,0
G2633,23,Female,Rivers,West,Urban,High,Education,Federal,Second Class Upper,No,3,Employed,Low-paid,192499
G2634,28,Male,Plateau,West,Urban,Middle,Engineering,Federal,Second Class Lower,Yes,0,Employed,Low-paid,128359
G2635,34,Female,Borno,East,Urban,Middle,Health Sciences,State,Second Class Upper,No,7,Unemployed,Not employed,0
G2636,34,Male,Delta,West,Rural,Middle,Business,State,Second Class Upper,Yes,7,Employed,Low-paid,179428
G2637,30,Male,Lagos,East,Rural,Low,Health Sciences,Federal,Second Class Upper,No,2,Employed,Low-paid,112960
G2638,22,Male,Delta,West,Urban,Middle,Business,Federal,Second Class Lower,No,2,Employed,Low-paid,113741
G2639,34,Male,Enugu,West,Rural,Low,Engineering,Federal,First Class,No,4,Employed,Low-paid,109000
G2640,29,Male,Plateau,North,Urban,Low,Engineering,Federal,Second Class Upper,No,2,Employed,Low-paid,77207
G2641,23,Female,Rivers,South,Urban,High,Education,Federal,Second Class Upper,No,4,Employed,Low-paid,53936
G2642,25,Female,Plateau,East,Rural,Low,Business,Federal,Second Class Upper,No,7,Employed,Low-paid,101775
G2643,30,Female,Enugu,North,Urban,High,Health Sciences,State,Second Class Lower,No,0,Employed,Low-paid,68674
G2644,28,Male,Plateau,West,Urban,Low,Engineering,Private,Second Class Upper,Yes,1,Employed,Well-paid,380862
G2645,22,Male,Delta,North,Urban,Low,Business,Federal,First Class,No,1,Employed,Well-paid,214374
G2646,26,Male,Oyo,East,Urban,Middle,Health Sciences,State,Second Class Upper,No,3,Unemployed,Not employed,0
G2647,32,Male,Plateau,South,Urban,Middle,Business,State,Second Class Upper,No,8,Employed,Low-paid,146128
G2648,25,Female,Borno,North,Rural,Middle,Health Sciences,State,First Class,No,1,Employed,Well-paid,315040
G2649,33,Male,Borno,East,Urban,High,Health Sciences,State,Second Class Upper,Yes,10,Unemployed,Not employed,0
G2650,30,Male,Edo,West,Rural,Low,Health Sciences,Federal,Second Class Lower,No,8,Employed,Low-paid,177401
G2651,29,Female,Borno,North,Urban,High,Health Sciences,Federal,Second Class Upper,Yes,6,Employed,Low-paid,159644
G2652,32,Male,Plateau,South,Urban,Low,Business,State,Second Class Upper,No,9,Employed,Low-paid,196389
G2653,25,Male,Plateau,East,Urban,High,Business,Federal,Second Class Upper,No,7,Unemployed,Not employed,0
G2654,22,Male,Oyo,South,Urban,Middle,Education,Federal,Second Class Upper,No,0,Unemployed,Not employed,0
G2655,25,Male,Borno,West,Rural,Middle,Business,Federal,Second Class Upper,No,4,Unemployed,Not employed,0
G2656,32,Female,Kano,South,Urban,Middle,Business,Federal,Second Class Lower,No,8,Unemployed,Not employed,0
G2657,24,Male,Plateau,West,Urban,Low,Education,State,Second Class Upper,No,3,Employed,Well-paid,229181
G2658,31,Male,Lagos,West,Urban,High,Business,Federal,Second Class Upper,No,1,Employed,Well-paid,342852
G2659,27,Male,Lagos,North,Urban,Low,Health Sciences,Federal,First Class,Yes,5,Employed,Well-paid,252994
G2660,26,Male,Rivers,West,Urban,Low,Engineering,Federal,First Class,No,1,Employed,Well-paid,220402
G2661,34,Male,Oyo,South,Urban,Middle,Engineering,Federal,First Class,No,2,Unemployed,Not employed,0
G2662,22,Female,Enugu,North,Urban,Low,Education,Private,Second Class Lower,No,7,Employed,Low-paid,122778
G2663,32,Female,Kano,West,Urban,Low,Business,Federal,Second Class Upper,No,2,Employed,Well-paid,324889
G2664,31,Female,Plateau,East,Rural,Middle,Business,Private,Second Class Upper,No,1,Unemployed,Not employed,0
G2665,31,Male,Delta,East,Urban,Middle,Education,State,Second Class Lower,No,5,Employed,Well-paid,293057
G2666,33,Female,Kaduna,West,Rural,Low,Engineering,State,Second Class Upper,No,2,Employed,Well-paid,201052
G2667,25,Female,Kaduna,North,Urban,Middle,Health Sciences,Federal,Second Class Upper,No,0,Employed,Low-paid,65400
G2668,27,Male,Enugu,North,Urban,Middle,Business,Federal,Second Class Upper,No,2,Employed,Low-paid,111980
G2669,31,Female,Edo,North,Urban,High,Education,State,Second Class Upper,No,5,Employed,Well-paid,285483
G2670,27,Male,Delta,South,Urban,High,Health Sciences,State,Second Class Upper,No,2,Employed,Low-paid,75699
G2671,25,Male,Kaduna,East,Urban,Middle,Education,Federal,Second Class Upper,Yes,8,Employed,Low-paid,84111
G2672,32,Female,Enugu,West,Urban,Middle,Education,Federal,Second Class Upper,No,6,Unemployed,Not employed,0
G2673,29,Male,Kaduna,West,Urban,Middle,Education,Federal,Second Class Lower,No,4,Unemployed,Not employed,0
G2674,24,Female,Oyo,East,Rural,Low,Engineering,Private,Second Class Lower,No,1,Employed,Well-paid,261065
G2675,31,Male,Rivers,South,Rural,Middle,Engineering,Federal,Second Class Lower,No,8,Employed,Low-paid,172378
G2676,23,Female,Edo,North,Rural,High,Education,State,Second Class Lower,Yes,4,Unemployed,Not employed,0
